url,label,js_len,js_obf_len,js_external_count,sslBypassUsed,usedProxy,finalUrlTried
 http://43.156.71.210:8888/supershell/login,1,13361,13156,0,0,0, http://43.156.71.210:8888/supershell/login
 http://43.156.95.75:8888/supershell/login/,1,13361,13156,0,0,0, http://43.156.95.75:8888/supershell/login/
 http://45.64.52.30:8888/supershell/login,1,13361,13156,0,0,0, http://45.64.52.30:8888/supershell/login
 http://45.152.65.65:8888/supershell/login,1,13361,13156,0,0,0, http://45.152.65.65:8888/supershell/login
 http://45.141.233.64/,1,30234,30234,4,0,0, http://45.141.233.64/
 http://47.237.86.35:3981/supershell/login,1,13361,13156,0,0,0, http://47.237.86.35:3981/supershell/login
 http://45.88.105.194/88a55e38bdbf04ae.php,1,0,0,0,0,0, http://45.88.105.194/88a55e38bdbf04ae.php
 http://175.178.123.40:8888/supershell/login,1,13361,13156,0,0,0, http://175.178.123.40:8888/supershell/login
 http://39.107.85.83:8888/supershell/login/,1,13361,13156,0,0,0, http://39.107.85.83:8888/supershell/login/
 http://47.243.13.249:8888/supershell/login,1,13361,13156,0,0,0, http://47.243.13.249:8888/supershell/login
 http://213.159.215.238/Datalife/Lineline8server/PythonGeoprocessgameProtectBaseCdn.php,1,1443,832,6,0,0, http://213.159.215.238/Datalife/Lineline8server/PythonGeoprocessgameProtectBaseCdn.php
 http://43.143.130.124:8888/supershell/login,1,13361,13156,0,0,0, http://43.143.130.124:8888/supershell/login
 http://43.143.246.38:8888/supershell/login,1,13361,13156,0,0,0, http://43.143.246.38:8888/supershell/login
 http://45.91.200.43/b112953a9d0b6fc2/mozglue.dll,1,3397,0,5,0,0, http://45.91.200.43/b112953a9d0b6fc2/mozglue.dll
 http://43.136.20.206:8888/supershell/login,1,13361,13156,0,0,0, http://43.136.20.206:8888/supershell/login
 http://47.74.242.253:8888/supershell/login,1,13101,12896,0,0,0, http://47.74.242.253:8888/supershell/login
 http://45.91.200.43/b112953a9d0b6fc2/sqlite3.dll,1,3397,0,5,0,0, http://45.91.200.43/b112953a9d0b6fc2/sqlite3.dll
 http://8.210.146.82:18888/supershell/login/,1,13361,13156,0,0,0, http://8.210.146.82:18888/supershell/login/
 http://66.42.94.244/,1,0,0,0,0,0, http://66.42.94.244/
 http://5.252.155.127/9LocalProcess/8Provider/dumpTemp/Request/pollprotect3/65/4Pipeeternal/TestPython/javascript/HttpUploadsApiVideo/auth/WindowssqlJavascript/ExternalPythoncpugameSqlPubliccdnDownloads.php,1,0,0,0,0,0, http://5.252.155.127/9LocalProcess/8Provider/dumpTemp/Request/pollprotect3/65/4Pipeeternal/TestPython/javascript/HttpUploadsApiVideo/auth/WindowssqlJavascript/ExternalPythoncpugameSqlPubliccdnDownloads.php
 http://8.217.200.158:8888/supershell/login,1,13361,13156,0,0,0, http://8.217.200.158:8888/supershell/login
 http://8.218.138.77:8888/supershell/login,1,13361,13156,0,0,0, http://8.218.138.77:8888/supershell/login
 http://87.120.166.174/,1,101192,101192,0,0,0, http://87.120.166.174/
 http://82.146.42.97/Image/ProtonBetterprotectLine/poll/VmGeo/AuthgeoPrivateWp/DefaultcdnSqlPublic/http27http/Secure/pythonRequest18/Http/Datalife/60uploadsGenerator/3Db/8Protect7/asyncPrivate/serverProviderDump/CpuProtect/protectpublicVoiddb/httpTo/Javascript_RequestAuthServerprotectpublicdownloads.php,1,0,0,0,0,0, http://82.146.42.97/Image/ProtonBetterprotectLine/poll/VmGeo/AuthgeoPrivateWp/DefaultcdnSqlPublic/http27http/Secure/pythonRequest18/Http/Datalife/60uploadsGenerator/3Db/8Protect7/asyncPrivate/serverProviderDump/CpuProtect/protectpublicVoiddb/httpTo/Javascript_RequestAuthServerprotectpublicdownloads.php
 http://47.94.143.32:8888/supershell/login,1,13361,13156,0,0,0, http://47.94.143.32:8888/supershell/login
 http://89.169.12.115/api/YTAsODYsODIsOWQsYTEsODgsOTAsOTUsNjUsN2Qs,1,2878,2878,0,0,0, http://89.169.12.115/api/YTAsODYsODIsOWQsYTEsODgsOTAsOTUsNjUsN2Qs
 http://84.200.154.155,1,0,0,0,0,0, http://84.200.154.155
 http://49.233.169.129:8888/supershell/login,1,13361,13156,0,0,0, http://49.233.169.129:8888/supershell/login
 http://49.65.96.18:8888/supershell/login,1,13361,13156,0,0,0, http://49.65.96.18:8888/supershell/login
 http://47.98.177.117:8888/supershell/login,1,13361,13156,0,0,0, http://47.98.177.117:8888/supershell/login
 http://92.63.192.72/index.php,1,0,0,0,0,0, http://92.63.192.72/index.php
 http://47.97.114.229:8888/supershell/login/,1,13361,13156,0,0,0, http://47.97.114.229:8888/supershell/login/
 http://94.142.138.234/,1,101225,101225,0,0,0, http://94.142.138.234/
 http://94.156.177.41/alpha/five/PvqDq929BSx_A_D_M1n_a.php,1,0,0,0,0,0, http://94.156.177.41/alpha/five/PvqDq929BSx_A_D_M1n_a.php
 http://94.156.177.41/alpha/five/fre.php,1,0,0,0,0,0, http://94.156.177.41/alpha/five/fre.php
 http://94.156.177.41/scc4/five/fre.php,1,0,0,0,0,0, http://94.156.177.41/scc4/five/fre.php
 http://94.156.177.41/scc2/five/fre.php,1,0,0,0,0,0, http://94.156.177.41/scc2/five/fre.php
 http://94.156.177.41/scc2/five/PvqDq929BSx_A_D_M1n_a.php,1,0,0,0,0,0, http://94.156.177.41/scc2/five/PvqDq929BSx_A_D_M1n_a.php
 http://94.156.177.41/scc4/five/PvqDq929BSx_A_D_M1n_a.php,1,0,0,0,0,0, http://94.156.177.41/scc4/five/PvqDq929BSx_A_D_M1n_a.php
 http://91.202.233.152,1,9781,9781,15,0,0, http://91.202.233.152
 http://94.156.177.41/simple/five/fre.php,1,0,0,0,0,0, http://94.156.177.41/simple/five/fre.php
 http://94.156.177.41/sss1/five/fre.php,1,0,0,0,0,0, http://94.156.177.41/sss1/five/fre.php
 http://94.156.177.41/sss1/five/PvqDq929BSx_A_D_M1n_a.php,1,0,0,0,0,0, http://94.156.177.41/sss1/five/PvqDq929BSx_A_D_M1n_a.php
 http://39.98.204.142:8888/supershell/login,1,0,0,0,0,0, http://39.98.204.142:8888/supershell/login
 http://94.156.177.41/sss3/five/fre.php,1,0,0,0,0,0, http://94.156.177.41/sss3/five/fre.php
 http://94.156.177.41/sss3/five/PvqDq929BSx_A_D_M1n_a.php,1,0,0,0,0,0, http://94.156.177.41/sss3/five/PvqDq929BSx_A_D_M1n_a.php
 http://82.66.185.138:8080/login.php,1,284,284,0,0,0, http://82.66.185.138:8080/login.php
 http://94.156.177.41/zang/five/fre.php,1,0,0,0,0,0, http://94.156.177.41/zang/five/fre.php
 http://94.156.177.41/zang/five/PvqDq929BSx_A_D_M1n_a.php,1,0,0,0,0,0, http://94.156.177.41/zang/five/PvqDq929BSx_A_D_M1n_a.php
 http://centrehotel.vn/wp/Panel/fre.php,1,267,267,3,0,0, http://centrehotel.vn/wp/Panel/fre.php
 http://centrehotel.vn:80,1,267,267,3,0,0, http://centrehotel.vn:80
 http://centrehotel.vn/wp1/Panel/fre.php,1,267,267,3,0,0, http://centrehotel.vn/wp1/Panel/fre.php
 http://94.250.249.125/0line/CentralLow9/_6to/TestProvidereternal8/tempVideoJavascript3/Test/2wpImageDump/PacketAuthserverDatalifeTemp.php,1,573,573,4,0,0, http://94.250.249.125/0line/CentralLow9/_6to/TestProvidereternal8/tempVideoJavascript3/Test/2wpImageDump/PacketAuthserverDatalifeTemp.php
 http://cm48994.tw1.ru/77610f3c.php,1,0,0,0,0,0, http://cm48994.tw1.ru/77610f3c.php
 http://cs44110.tw1.ru/L1nc0In.php,1,0,0,0,0,0, http://cs44110.tw1.ru/L1nc0In.php
 http://gate.anonzone.com/api.php,1,623,585,0,0,0, http://gate.anonzone.com/api.php
 http://95.163.153.245/,1,0,0,0,1,0, http://95.163.153.245/
 http://fly.storage.tigris.dev/zangaroo/zingaloobilo-funaround-next.html,1,0,0,0,0,0, http://fly.storage.tigris.dev/zangaroo/zingaloobilo-funaround-next.html
 http://fcm1sx3iteasdfyn2ewds.zip/pages/login.php,1,601,601,4,0,0, http://fcm1sx3iteasdfyn2ewds.zip/pages/login.php
 http://irubix.ir/wp-content/images/fre.php,1,0,0,0,0,0, http://irubix.ir/wp-content/images/fre.php
 http://recaptcha-go.b-cdn.net/bot-verification-check-222.html,1,0,0,0,0,0, http://recaptcha-go.b-cdn.net/bot-verification-check-222.html
 http://kreker.top/geoMultiWordpressUploads.php,1,0,0,0,0,0, http://kreker.top/geoMultiWordpressUploads.php
 http://avensrp.fvds.ru/ServerTrackDump/js/js/4downloadsGameGame/DownloadsGeneratorprovider/async/ExternalTotestWordpress.php,1,3417,0,22,0,0, http://avensrp.fvds.ru/ServerTrackDump/js/js/4downloadsGameGame/DownloadsGeneratorprovider/async/ExternalTotestWordpress.php
 http://recaptcha-go.b-cdn.net/get-verification-check-222.html,1,0,0,0,0,0, http://recaptcha-go.b-cdn.net/get-verification-check-222.html
 http://sigmabioaef.atwebpages.com/12884306.php,1,0,0,0,0,0, http://sigmabioaef.atwebpages.com/12884306.php
 http://rewiesbadcheked.com/,1,6561,6561,1,0,0, http://rewiesbadcheked.com/
 http://cv68376.tmweb.ru/index.php,1,1349,846,4,0,0, http://cv68376.tmweb.ru/index.php
 http://jacobsondevelopers.com/wp-content/m9yufwg62-ivbak8-8431/,1,0,0,0,0,0, http://jacobsondevelopers.com/wp-content/m9yufwg62-ivbak8-8431/
 http://sos-ch-dk-2.exo.io/lets-start-file/bot-verification-check-r6.html,1,0,0,0,0,0, http://sos-ch-dk-2.exo.io/lets-start-file/bot-verification-check-r6.html
 http://pastetext.org/raw/eh2zaieezn,1,623,585,0,0,0, http://pastetext.org/raw/eh2zaieezn
 http://opal.wtf/bm6X,1,623,585,0,0,0, http://opal.wtf/bm6X
 http://nurlasdxc.atwebpages.com/3a84a0d5.php,1,0,0,0,0,0, http://nurlasdxc.atwebpages.com/3a84a0d5.php
 http://u1.rejoincartridge.shop/never.m4a,1,623,585,0,0,0, http://u1.rejoincartridge.shop/never.m4a
 http://www.234bets.net/egs9/,1,1455,517,0,0,0, http://www.234bets.net/egs9/
 http://www.07health.net/hm26/,1,0,0,0,0,0, http://www.07health.net/hm26/
 http://www.249.top/kk18/,1,938,938,2,0,0, http://www.249.top/kk18/
 http://www.31502.xyz/se01/,1,10448,10448,2,0,0, http://www.31502.xyz/se01/
 http://www.abay.xyz/k15k/,1,0,0,0,0,0, http://www.abay.xyz/k15k/
 http://www.23t.xyz/bs03,1,0,0,0,0,0, http://23t.xyz/bs03
 http://www.13b.xyz/ts49/,1,375,375,0,0,0, http://13b.xyz/ts49/
 http://www.acqua.shop/ka18/,1,10457,10457,2,0,0, http://www.acqua.shop/ka18/
 http://www.alliancecigars.net/egs9/,1,0,0,0,0,0, http://www.alliancecigars.net/egs9/
 http://cg79561.tw1.ru/L1nc0In.php,1,0,0,0,0,1, http://cg79561.tw1.ru/L1nc0In.php
 http://cj98865.tw1.ru/6daefec2.php,1,0,0,0,0,1, http://cj98865.tw1.ru/6daefec2.php
 http://www.88p2p.xyz/m13o,1,0,0,0,0,0, http://www.88p2p.xyz/m13o
 http://www.amitayush.digital/93j5/,1,19707,19217,7,0,0, http://www.amitayush.digital/93j5/
 http://www.airgo.shop/se01/,1,0,0,0,0,0, http://airgo.shop/se01/
 http://124.71.228.177:9991/,1,0,0,0,0,1, http://124.71.228.177:9991/
 http://www.amin.tel/k15k/,1,0,0,0,0,0, http://www.amin.tel/k15k/
 http://www.ayura.info/sy30/,1,56,0,0,0,0, http://www.ayura.info/sy30/
 http://www.betterskin.store/egs9/,1,0,0,0,0,0, http://www.betterskin.store/egs9/
 http://www.ayna.website/b101/,1,0,0,0,0,0, http://www.ayna.website/b101/
 http://www.app.photography/da16/,1,317,317,1,0,0, http://www.app.photography/da16/
 http://www.b9s2e.buzz/h3wr,1,0,0,0,0,0, http://www.b9s2e.buzz/h3wr
 http://www.ambyr.green/rupi/,1,1151,1151,10,0,0, http://www.ambyr.green/rupi/
 http://www.bkexclusivecars.net/ir6g/,1,0,0,0,0,0, http://www.bkexclusivecars.net/ir6g/
 http://www.bismarckrecovery.com/kp5k/,1,441,441,1,0,0, http://www.bismarckrecovery.com/kp5k/
 http://91.211.249.223/0873764dfe24e959/sqlite3.dll,1,1002,1002,8,0,0, http://91.211.249.223/0873764dfe24e959/sqlite3.dll
 http://www.cinematech.today/rupi/,1,151,151,0,0,0, http://www.cinematech.today/rupi/
 http://www.comitatogroscavallo.info/g43m/,1,0,0,0,0,0, http://www.comitatogroscavallo.info/g43m/
 http://121.36.194.30:9999/supershell/login/,1,0,0,0,0,1, http://121.36.194.30:9999/supershell/login/
 http://www.chicprotect.shop/g43m/,1,743,0,1,0,0, http://www.chicprotect.shop/g43m/
 http://www.botakempire-8.xyz/h3wr,1,15996,15996,6,0,0, http://www.botakempire-8.xyz/h3wr
 http://www.doubledotts.com/n8it/,1,0,0,0,0,0, http://www.doubledotts.com/n8it/
 http://www.disnestdustbineelboat.cloud/rupi/,1,375,375,0,0,0, http://www.disnestdustbineelboat.cloud/rupi/
 http://www.dreamverse.page/rupi/,1,101207,101207,0,0,0, http://www.dreamverse.page/rupi/
 http://www.easestore.shop/qflp/,1,743,0,1,0,0, http://www.easestore.shop/qflp/
 http://www.corefina.com/n8it/,1,0,0,0,0,0, http://www.corefina.com/n8it/
 http://www.epp.xyz/i62s/,1,56,0,0,0,0, http://www.epp.xyz/i62s/
 http://www.epeiroterbesestrepe.cloud/h3wr,1,101342,101342,0,0,0, http://www.epeiroterbesestrepe.cloud/h3wr
 http://www.essenciamoderna.store/bopi/,1,0,0,0,0,0, http://www.essenciamoderna.store/bopi/
 http://www.emu.xyz/a94w/,1,0,0,0,0,0, http://www.emu.xyz/a94w/
 http://www.enet.xyz/a94w/,1,0,0,0,0,0, http://www.enet.xyz/a94w/
 http://www.eurosirel.info/kmge/,1,0,0,0,0,0, http://www.eurosirel.info/kmge/
 http://www.fastr.live/gsjn/,1,0,0,0,0,0, http://www.fastr.live/gsjn/
 http://www.flow20.club/g43m/,1,0,0,0,0,0, http://www.flow20.club/g43m/
 http://www.fluorforesetgambes.cloud/h3wr,1,375,375,0,0,0, http://www.fluorforesetgambes.cloud/h3wr
 http://91.211.249.223/0873764dfe24e959/mozglue.dll,1,1002,1002,8,0,0, http://91.211.249.223/0873764dfe24e959/mozglue.dll
 http://www.gcitgvop.online/bn02,1,0,0,0,0,0, http://www.gcitgvop.online/bn02
 http://www.figment.company/h3wr,1,0,0,0,0,0, http://figment.company/h3wr
 http://www.georgeglutosegravers.cloud/rupi/,1,375,375,0,0,0, http://www.georgeglutosegravers.cloud/rupi/
 http://www.go88l.club/kmge/,1,0,0,0,0,0, http://www.go88l.club/kmge/
 http://www.avolci.com/ir6g/,1,10459,10459,2,1,0, http://www.avolci.com/ir6g/
 http://www.helon.net/oi08/,1,0,0,0,0,0, http://www.helon.net/oi08/
 http://www.hendai.top/b101/,1,0,0,0,0,0, http://www.hendai.top/b101/
 http://www.iga.life/gt23/,1,0,0,0,0,0, http://www.iga.life/gt23/
 http://91.211.249.223/0873764dfe24e959/vcruntime140.dll,1,1002,1002,8,0,0, http://91.211.249.223/0873764dfe24e959/vcruntime140.dll
 http://www.imples.live/kmge/,1,0,0,0,0,0, http://www.imples.live/kmge/
 http://www.kit.run/b02a/,1,0,0,0,0,0, http://www.kit.run/b02a/
 http://www.itblog.tech/my18/,1,1374,1336,1,0,0, http://www.itblog.tech/my18/
 http://www.haftplicht.com/ir6g/,1,4242,967,2,0,0, http://haftplicht.com/ir6g/
 http://www.leqko.club/6bxb/,1,0,0,0,0,0, http://www.leqko.club/6bxb/
 http://www.metrxip.online/u02r/,1,0,0,0,0,0, http://www.metrxip.online/u02r/
 http://www.lfstudio.xyz/b101/,1,0,0,0,0,0, http://www.lfstudio.xyz/b101/
 http://www.glovesforboxes.shop/g43m/,1,0,0,0,0,0, http://glovesforboxes.shop/g43m/
 http://www.moutonneuropenihal.cloud/bopi/,1,0,0,0,0,0, http://www.moutonneuropenihal.cloud/bopi/
 http://www.nodcolnplay.today/rupi/,1,0,0,0,0,0, http://www.nodcolnplay.today/rupi/
 http://www.ibit.xyz/a94w/,1,0,0,0,0,0, http://ibit.xyz/a94w/
 http://www.ntn.solar/fcmy/,1,0,0,0,0,0, http://www.ntn.solar/fcmy/
 http://www.4pro.fit/k15k/,1,0,0,0,0,1, http://4pro.fit/k15k/
 http://www.oddsideodylicoopod.cloud/g43m/,1,0,0,0,0,0, http://www.oddsideodylicoopod.cloud/g43m/
 http://www.komart.shop/b2t1/,1,86,86,0,0,0, http://komart.shop/b2t1/
 http://www.nissicloud.com/et2d/,1,9477,9477,8,0,0, http://nissicloud.com/et2d/
 http://www.neotactic.net/bw82/,1,0,0,0,0,0, http://neotactic.net/bw82/
 http://www.ofl.xyz/k15k/,1,0,0,0,0,0, http://www.ofl.xyz/k15k/
 http://www.kronoseletronicos.online/g43m/,1,743,0,1,0,0, http://kronoseletronicos.online/g43m/
 http://www.oggetto.xyz/bopi/,1,0,0,0,0,0, http://www.oggetto.xyz/bopi/
 http://www.orway.bplaced.net/pony/gate.php,1,0,0,0,0,0, http://www.orway.bplaced.net/pony/gate.php
 http://www.playcash.fun/u02r/,1,0,0,0,0,0, http://www.playcash.fun/u02r/
 http://www.protypepuggedpumpers.cloud/bopi/,1,375,375,0,0,0, http://www.protypepuggedpumpers.cloud/bopi/
 http://www.rede.tphost.com.br/login.php,1,0,0,0,0,0, http://www.rede.tphost.com.br/login.php
 http://www.nursetoy.net/rupi/,1,0,0,6,0,0, http://www.nursetoy.net/rupi/
 http://www.roamer.social/g43m/,1,0,0,0,0,0, http://www.roamer.social/g43m/
 http://www.rolexoff-watch.vip/bopi/,1,101316,101316,0,0,0, http://www.rolexoff-watch.vip/bopi/
 http://www.oomoo.store/o10c/,1,0,0,0,0,0, http://oomoo.store/o10c/
 http://www.rumseysabinsargos.cloud/g43m/,1,0,0,0,0,0, http://www.rumseysabinsargos.cloud/g43m/
 http://www.sathyfe.com/ir6g/,1,0,0,0,0,0, http://www.sathyfe.com/ir6g/
 http://www.sharedbtc.xyz/h3wr,1,0,0,0,0,0, http://www.sharedbtc.xyz/h3wr
 http://www.northacai.com/utau/,1,0,0,0,1,0, http://www.northacai.com/utau/
 http://www.selidik.cloud/egs9/,1,0,0,0,0,0, http://www.selidik.cloud/egs9/
 http://www.son37.club/kmge/,1,0,0,0,0,0, http://www.son37.club/kmge/
 http://www.spearsplatssplint.cloud/h3wr,1,0,0,0,0,0, http://www.spearsplatssplint.cloud/h3wr
 http://www.marketplace20.click/egs9/,1,0,0,0,1,0, http://marketplace20.click/egs9/
 http://www.swirlstakedtawkee.cloud/g43m/,1,375,375,0,0,0, http://www.swirlstakedtawkee.cloud/g43m/
 http://www.topcaffe.shop/2nok/,1,0,0,0,0,0, http://www.topcaffe.shop/2nok/
 http://www.emza.xyz/g10k/,1,0,0,0,0,1, http://emza.xyz/g10k/
 http://www.trisixnine.net/0057/,1,0,0,0,0,0, http://www.trisixnine.net/0057/
 http://www.twuytr.online/m13o,1,0,0,0,0,0, http://www.twuytr.online/m13o
 https://104.252.127.64/12f8d7cc8b7f3b56/mozglue.dll,1,0,0,0,0,0, https://104.252.127.64/12f8d7cc8b7f3b56/mozglue.dll
 https://104.252.127.64/12f8d7cc8b7f3b56/sqlite3.dll,1,0,0,0,0,0, https://104.252.127.64/12f8d7cc8b7f3b56/sqlite3.dll
 http://www.xpj.lat/k15k/,1,0,0,0,0,0, http://www.xpj.lat/k15k/
 http://www.suatcelikelgk.fun/rupi/,1,0,0,0,0,0, http://suatcelikelgk.fun/rupi/
 http://www.zit.world/m13o,1,0,0,0,0,0, http://www.zit.world/m13o
 http://www.wig.xyz/i62s/,1,0,0,0,0,0, http://www.wig.xyz/i62s/
 http://www.zmi.info/b02a/,1,0,0,0,0,0, http://www.zmi.info/b02a/
 https://167.235.59.196/,1,0,0,0,0,0, https://167.235.59.196/
 https://185.217.197.202/5e0fc67937c1156b/sqlite3.dll,1,0,0,0,0,0, https://185.217.197.202/5e0fc67937c1156b/sqlite3.dll
 http://www.venturelinks.net/egs9/,1,445,380,6,0,0, http://www.venturelinks.net/egs9/
 http://www.velvetwavez.shop/g43m/,1,0,0,0,0,0, http://velvetwavez.shop/g43m/
 http://www.ubyx.digital/hm26/,1,0,0,0,0,0, http://ubyx.digital/hm26/
 https://45.88.105.194/e63963e5b0d34020/vcruntime140.dll,1,0,0,0,0,0, https://45.88.105.194/e63963e5b0d34020/vcruntime140.dll
 https://45.88.105.194/e63963e5b0d34020/sqlite3.dll,1,0,0,0,0,0, https://45.88.105.194/e63963e5b0d34020/sqlite3.dll
 https://45.88.105.194/e63963e5b0d34020/mozglue.dll,1,0,0,0,0,0, https://45.88.105.194/e63963e5b0d34020/mozglue.dll
 http://www.sellhome.live/egs9/,1,5434,2046,0,1,0, http://sellhome.live/egs9/
 https://212.34.148.47/f3920c55236c2636/sqlite3.dll,1,3624,3487,0,0,0, https://212.34.148.47/f3920c55236c2636/sqlite3.dll
 https://23.88.122.134/579d5c7e95a610c1/vcruntime140.dll,1,436,436,0,0,0, https://23.88.122.134/579d5c7e95a610c1/vcruntime140.dll
 https://212.34.148.47/f3920c55236c2636/vcruntime140.dll,1,3624,3487,0,0,0, https://212.34.148.47/f3920c55236c2636/vcruntime140.dll
 https://80.85.241.225/884af7b2dd911e85/sqlite3.dll,1,0,0,0,0,0, https://80.85.241.225/884af7b2dd911e85/sqlite3.dll
 https://94.156.177.41/alpha/five/PvqDq929BSx_A_D_M1n_a.php,1,0,0,0,0,0, https://94.156.177.41/alpha/five/PvqDq929BSx_A_D_M1n_a.php
 https://5.75.209.106/,1,430,430,0,0,0, https://5.75.209.106/
 https://84.200.154.155/,1,0,0,0,0,0, https://84.200.154.155/
 https://94.156.177.41/scc2/five/PvqDq929BSx_A_D_M1n_a.php,1,0,0,0,0,0, https://94.156.177.41/scc2/five/PvqDq929BSx_A_D_M1n_a.php
 https://94.156.177.41/sss1/five/PvqDq929BSx_A_D_M1n_a.php,1,0,0,0,0,0, https://94.156.177.41/sss1/five/PvqDq929BSx_A_D_M1n_a.php
 https://94.156.177.41/scc4/five/PvqDq929BSx_A_D_M1n_a.php,1,0,0,0,0,0, https://94.156.177.41/scc4/five/PvqDq929BSx_A_D_M1n_a.php
 https://162.55.215.42/00ed239db35c969b/sqlite3.dll,1,0,0,0,0,0, https://162.55.215.42/00ed239db35c969b/sqlite3.dll
 https://162.55.215.42/c8d1769211d0cfb0.php,1,0,0,0,0,0, https://162.55.215.42/c8d1769211d0cfb0.php
 https://94.156.177.41/zang/five/PvqDq929BSx_A_D_M1n_a.php,1,0,0,0,0,0, https://94.156.177.41/zang/five/PvqDq929BSx_A_D_M1n_a.php
 https://94.156.177.41/sss3/five/PvqDq929BSx_A_D_M1n_a.php,1,0,0,0,0,0, https://94.156.177.41/sss3/five/PvqDq929BSx_A_D_M1n_a.php
 https://65.21.246.249,1,0,0,0,0,0, https://65.21.246.249
 https://37.27.182.109/,1,0,0,1,0,0, https://37.27.182.109/
 http://www.stranded.xyz/utau/,1,0,0,0,0,1, http://stranded.xyz/utau/
 https://ads.green-pickle-jo.shop/1.m4a,1,623,585,0,0,0, https://ads.green-pickle-jo.shop/1.m4a
 https://alcohopreden.top/api,1,623,585,0,0,0, https://alcohopreden.top/api
 https://95.216.178.57/,1,0,0,2,0,0, https://95.216.178.57/
 https://api.bfl.bunifu.io/api/license/key/device,1,0,0,0,0,0, https://api.bfl.bunifu.io/api/license/key/device
 https://arpobe.hemispheredrown.tech/ww_ee_hh_3439649453166363dc95741517459564.js,1,623,585,0,0,0, https://arpobe.hemispheredrown.tech/ww_ee_hh_3439649453166363dc95741517459564.js
 https://armysmootevop.top/api,1,623,585,0,0,0, https://armysmootevop.top/api
 https://anyigames.com/play.html,1,413,413,2,0,0, https://anyigames.com/play.html
 https://185.236.203.114/pages/login.php,1,601,601,0,0,0, https://185.236.203.114/pages/login.php
 https://ambigtiousgoals.cyou/api,1,0,0,0,0,0, https://ambigtiousgoals.cyou/api
 https://aquaticteachu.cyou/api,1,0,0,0,0,0, https://aquaticteachu.cyou/api
 https://arsenaladv.run/api,1,0,0,0,0,0, https://arsenaladv.run/api
 http://www.gazda.army/g43m/,1,3698,3698,2,0,0, http://gazda.army/g43m/
 https://bit.ly/4cb3OaQ,1,0,0,0,0,0, https://bit.ly/4cb3OaQ
